2016-04-18 11:47:58,1.096,193.27.83.116,42.219.156.223,25,59822,TCP,.AP.SF,0,40,9,1140,anomaly-spam
2016-04-18 11:48:00,0.528,193.27.1.135,42.219.156.212,25,32924,TCP,.AP.SF,0,40,5,976,anomaly-spam
2016-04-18 11:48:02,0.512,54.143.48.135,42.219.156.213,25,47675,TCP,.AP.SF,0,40,5,979,anomaly-spam
2016-04-18 11:48:05,0.436,193.27.83.103,42.219.156.214,25,48834,TCP,.AP.SF,0,40,5,976,anomaly-spam
2016-04-18 11:48:07,0.440,193.27.83.116,42.219.156.215,25,36318,TCP,.AP.SF,0,40,5,979,anomaly-spam
2016-04-18 11:47:58,1.244,42.219.156.223,193.27.83.116,59822,25,TCP,.APRS.,0,0,13,5773,anomaly-spam
2016-04-18 11:47:59,0.704,42.219.156.212,193.27.1.135,32924,25,TCP,.APRS.,0,0,6,440,anomaly-spam
2016-04-18 11:48:01,0.684,42.219.156.213,54.143.48.135,47675,25,TCP,.APRS.,0,0,6,436,anomaly-spam
2016-04-18 11:48:04,0.580,42.219.156.214,193.27.83.103,48834,25,TCP,.APRS.,0,0,6,440,anomaly-spam
2016-04-18 11:48:07,0.588,42.219.156.215,193.27.83.116,36318,25,TCP,.APRS.,0,0,6,440,anomaly-spam
2016-04-18 14:06:33,1.264,42.219.156.223,185.209.50.152,59780,25,TCP,.APRS.,0,0,13,1251,anomaly-spam
2016-04-18 14:06:33,1.196,185.209.50.152,42.219.156.223,25,59780,TCP,.AP.SF,0,0,12,987,anomaly-spam
2016-04-18 14:06:33,1.188,42.219.156.212,185.209.50.152,58206,25,TCP,.APRS.,0,0,13,1279,anomaly-spam
2016-04-18 14:06:33,1.124,185.209.50.152,42.219.156.212,25,58206,TCP,.AP.SF,0,0,12,1001,anomaly-spam
2016-04-18 14:06:34,1.800,42.219.156.213,185.209.50.152,42637,25,TCP,.APRS.,0,0,13,1271,anomaly-spam
2016-04-18 14:06:34,1.744,185.209.50.152,42.219.156.213,25,42637,TCP,.AP.SF,0,0,12,997,anomaly-spam
2016-04-18 14:06:33,1.388,42.219.156.214,185.209.50.152,60323,25,TCP,.APRS.,0,0,13,1279,anomaly-spam
2016-04-18 14:06:33,1.324,185.209.50.152,42.219.156.214,25,60323,TCP,.AP.SF,0,0,12,1001,anomaly-spam
2016-04-18 14:06:34,1.184,42.219.156.215,185.209.50.152,34687,25,TCP,.APRS.,0,0,13,1279,anomaly-spam
2016-04-18 14:06:34,1.116,185.209.50.152,42.219.156.215,25,34687,TCP,.AP.SF,0,0,12,1001,anomaly-spam
2016-04-19 19:20:12,0.724,42.219.156.223,204.97.194.148,41341,25,TCP,.APRS.,0,0,10,1355,anomaly-spam
2016-04-19 19:20:12,0.676,42.219.156.212,204.97.194.148,37145,25,TCP,.APRS.,0,0,10,1390,anomaly-spam
2016-04-19 19:20:12,0.644,42.219.156.213,204.97.194.148,49738,25,TCP,.APRS.,0,0,11,1420,anomaly-spam
2016-04-19 19:20:13,0.668,42.219.156.214,204.97.194.148,45230,25,TCP,.APRS.,0,0,10,1390,anomaly-spam
2016-04-19 19:20:13,0.656,42.219.156.215,204.97.194.148,55092,25,TCP,.APRS.,0,0,10,1390,anomaly-spam
2016-04-19 19:20:12,0.676,204.97.194.148,42.219.156.223,25,41341,TCP,.AP.SF,0,0,11,971,anomaly-spam
2016-04-19 19:20:12,0.628,204.97.194.148,42.219.156.212,25,37145,TCP,.AP.SF,0,0,9,872,anomaly-spam
2016-04-19 19:20:13,0.604,204.97.194.148,42.219.156.213,25,49738,TCP,.AP.SF,0,0,9,882,anomaly-spam
2016-04-19 19:20:13,0.620,204.97.194.148,42.219.156.214,25,45230,TCP,.AP.SF,0,0,9,877,anomaly-spam
2016-04-19 19:20:14,0.616,204.97.194.148,42.219.156.215,25,55092,TCP,.AP.SF,0,0,9,882,anomaly-spam
2016-04-22 00:47:21,0.172,198.132.87.110,42.219.156.212,25,25,TCP,...RS.,0,40,2,80,anomaly-spam
2016-04-22 00:47:21,0.000,42.219.156.212,198.132.87.110,25,25,TCP,.A..S.,0,0,1,44,anomaly-spam
2016-04-22 01:03:25,0.176,198.132.87.107,42.219.156.214,25,25,TCP,...RS.,0,40,2,80,anomaly-spam
2016-04-22 01:03:25,0.000,42.219.156.214,198.132.87.107,25,25,TCP,.A..S.,0,0,1,44,anomaly-spam
2016-04-22 01:06:12,0.168,198.132.87.106,42.219.156.215,25,25,TCP,...RS.,0,40,2,80,anomaly-spam
2016-04-22 01:06:12,0.000,42.219.156.215,198.132.87.106,25,25,TCP,.A..S.,0,0,1,44,anomaly-spam
2016-04-22 01:58:57,0.172,198.132.87.111,42.219.156.213,25,25,TCP,...RS.,0,40,2,80,anomaly-spam
2016-04-22 01:58:57,0.000,42.219.156.213,198.132.87.111,25,25,TCP,.A..S.,0,0,1,44,anomaly-spam
2016-04-22 02:02:50,0.172,198.132.87.108,42.219.156.223,25,25,TCP,...RS.,0,40,2,80,anomaly-spam
2016-04-22 02:02:49,0.000,42.219.156.223,198.132.87.108,25,25,TCP,.A..S.,0,0,1,44,anomaly-spam
2016-04-24 12:57:29,0.000,110.70.160.248,42.219.156.223,25,52470,TCP,...R..,0,40,1,40,anomaly-spam
